X,Y,Type,Orientation
0.72,9.085999999999999,Destination,0.0
0.35,7.505999999999999,Destination,0.0
0.74,2.8859999999999992,Destination,0.0
0.87,1.0060000000000002,Destination,0.0
0.51,0.8559999999999999,Destination,0.0
1.94,0.38599999999999923,Destination,0.0
3.45,0.7560000000000002,Destination,0.0
4.21,0.37599999999999945,Destination,0.0
2.51,3.096,Destination,0.0
1.93,4.045999999999999,Destination,0.0
2.88,4.635999999999999,Destination,0.0
14.71,4.036,Destination,0.0
5.95,6.936,Destination,0.0
4.76,7.505999999999999,Destination,0.0
7.47,4.036,Destination,0.0
6.61,3.5459999999999994,Destination,0.0
5.71,4.045999999999999,Destination,0.0
7.79,0.9359999999999999,Destination,0.0
8.92,0.9260000000000002,Destination,0.0
13.09,0.9459999999999997,Destination,0.0
15.29,1.565999999999999,Destination,0.0
16.71,3.926,Destination,0.0
15.29,4.6259999999999994,Destination,0.0
